"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0.999999574778042 0.999993515773474 0.998058403068883 0.999999999998412 0.999999999995409 0.999999998551726 0.999999999999294 0.999999999999994 0.999999999999974 0.999999999995736
"2" 0.999998580963328 0.999954626852896 0.999927185770995 0.998850767575166 0.999999999999931 0.99999999999945 0.999999999999634 0.999999999999854 1 0.999999999967924
"3" 0.999999398404441 0.999999996980699 0.99999993566566 0.999999403333933 0.976622738089058 0.999999999955447 0.999999999997897 0.999999999999975 0.999999999999965 0.999999999995463
"4" 0.999952671872973 0.999402956119081 0.206475669836711 0.999999156704573 0.999999999999992 0.999999999999999 NA NA NA NA
"5" 0.999966647233861 0.999982540472463 0.999999713670512 0.999999998582472 0.99999933051007 0.999999958887403 0.999999999316112 0.999999999997459 0.999999999979183 0.999999981329702
"6" 0.999992237507834 0.999921450403842 0.955212481720902 0.999999999999919 1 0.999999658019589 0.999999997182042 0.999999999999545 0.999999999997703 0.99998845993029
"7" 0.999966579364986 0.999985057385784 0.999999425008092 0.999999795340013 0.999999998593387 0.999999807169732 0.999999999817624 0.999999912149427 0.999999999999994 0.99999998555031
"8" 0.999983137444436 0.999995930767176 0.999999999994484 0.999999999900559 0.999266023068098 0.999999637640342 1 0.999998213653823 0.999892275053015 0.999999999999412
"9" 0.99989124143615 0.999997376083233 0.999999668793715 0.999998892897094 0.86926542411934 0.999999999999932 0.999999999999691 0.999999999985562 0.999999999966253 1
"10" 0.999999323690668 0.999999999390114 0.999999996225968 0.99999997663568 0.999991464987718 0.999999964076186 0.999999999999667 0.999999842248894 1 0.999999999999961
"11" 0.999998646163698 0.999999999999143 0.999995260207545 0.995199951783819 5.2381895817577e-06 0.999999900351235 1 1 1 0.999999999619396
"12" 0.999999405109813 0.99999886161781 0.999999767646219 0.999999855170286 0.999999968842567 0.999998785357539 0.999997346586334 0.999999523473439 0.999999999995282 0.999999999895396
"13" 0.999996415410428 0.999998173359346 0.999999826155149 0.999999999312056 0.999999999994328 0.999999999996308 0.999989062495361 0.999999999991428 0.999999999997821 0.99999999999996
"14" 0.999971571260449 0.999978185376028 0.99958363657961 0.999999995351342 0.999999999997957 0.999999166665065 0.277469141811201 0.999999999976613 1 0.999999999987802
"15" 0.999999429713567 0.999998125578356 0.999999999999198 0.999999997903038 0.999992397677438 0.999999926280745 0.999999999995538 0.999999999998508 0.991843093686238 0.999999999443522
"16" 0.999748722259261 0.999613431818347 0.999865714309955 0.999987048346906 0.999999996196143 0.999999999999934 0.999999999999938 0.999999999999995 0.999999999991371 0.999999999996116
"17" 0.999963341650577 0.999998366826424 0.999995565325085 0.999999997279923 0.999999997998188 0.999999942379344 0.999999993973471 0.999999999966262 0.999999999919328 0.999861893610321
"18" 0.999882873067445 0.999990576487435 0.99999990890046 0.999999960851889 0 0.999314526000347 0.999999999999999 1 1 0.999999999678945
"19" 0.999998382962127 0.999999776900495 0.999999973029822 0.999999079423329 0.999872026392772 0.999999997237217 0.930583585375785 0.99999887033179 1 0.999999999993605
"20" 0.999898010973884 0.999997353112708 0.99999952031544 0.999999981958584 0.999992904139662 0.999999882987383 0.999999999999893 0.999999999998523 0.999999999999993 0.999999999996039
"21" 0.999859718197888 0.99999388951401 0.999999760596703 0.999999931596162 0.999999915913794 0.999525433328031 0.999999999752322 0.999999999802843 0.999999999999817 1
"22" 0.999966111632173 0.999999249597306 0.999999993686753 0.849843807190647 0.996376785679644 1 1 0.99999999999596 0.999999983030415 1
"23" 0.999989151298809 0.999999952256617 0.999999999754161 0.999999995163468 0.999999960875926 0.999989343843808 0.999999982881827 0.99999999999768 0.999999999999666 0.999999632367849
"24" 0.999998745670314 0.999995460771036 0.999999999910966 0.999999999996228 0.999999999991429 0.998070904323319 0.999999999999998 0.999999991847312 0.999999999985433 0.999999999999998
"25" 0.999829225083271 0.999982835360448 0.999998791331379 0.999999999695152 0.999999999999197 0.99999999985113 0.999999996860395 0.999117775519729 0.999999996382102 0.999999999896491
"26" 0.999998533181314 0.999999963792798 0.999999999999998 0.999999999962322 0.422658591946949 0.999882652780368 1 1 0.999999999997202 0.999999999999928
"27" 0.999924795372836 0.999971567417541 0.99999999996398 0.999999999062612 0.999999974414827 0.531433871657604 0.999999999999999 0.999999999999987 0.999999922428616 0.999999999999272
"28" 0.999974192455337 0.9998806448414 0.999999992142725 1 0.999999999999983 0.999999918706132 0.99999726193546 0.999935084498279 0.999999999782459 0.999999999999998
"29" 0.999957870661063 0.99996963636738 0.999999992184742 0.999999845407768 0.999999999942473 0.999999998202641 0.998151428761742 0.999956303101298 0.999999999996502 1
"30" 0.999962205737616 0.999959721300316 0.992612318312414 0.999999997519622 0.999999998948146 0.999999999998775 0.999999999991494 1 0.999999999974723 1
"31" 0.999965567349112 0.99997325027346 0.999999971309538 0.999998625975684 0.978961616866835 1 0.999999999999989 0.999999130280092 0.99560784791833 1
"32" 0.999980296725274 0.999990827117063 0.984134864423574 0.99999999989064 0.999999999999163 0.999999999996788 0.999999999820316 0.999999999999998 0.999999999999429 0.998630487902302
"33" 0.999999943801547 0.999999957950558 0.99999888895379 0.999840863340591 0.999999999999373 0.99999999999999 0.999999999936132 0.999996117827996 0.999999999987611 0.999999990468156
"34" 0.99999745979105 0.999999579990785 0.982964383380525 0.999989606197006 1 0.999999999999745 0.999999988464562 0.99999999997313 0.999999999999781 0.999999999999995
"35" 0.99999823776116 0.999970845566923 0.999999518665702 0.999999997682031 0.999998389847921 0.999371097987199 0.999999994882387 0.999999999999574 0.999999999999999 0.99999999994658
"36" 0.999998463014379 0.999946723132838 0.999999999986362 0.999999999481262 0.99997114230499 0.997727708556579 0.999999999999983 0.999999999999987 0.999999997999455 0.999947046623814
"37" 0.999998687407446 0.999999999176575 0.999999815647189 0.999999654443811 0.999999999116621 NA NA NA NA NA
"38" 0.999862365175932 0.999963606337592 0.955646200218044 0.999998809116335 0.999999999999998 0.999999999999961 0.999999731939352 0.999999999984262 1 0.999999999949634
"39" 0.999730570864112 0.999964769442277 0.999999720119032 0.999976630723722 0.999999964402491 0.999999999992259 0.999999999991275 0.999999999999998 0.999999957984043 0
"40" 0.999999739011149 0.999999222700325 0.999998353258964 0.999999999598724 0.999992106941819 0.999999997026661 0.999999999999997 0.999999999999977 0.999999999998334 0.999999256073003
"41" 0.999968608573868 0.999938789244393 0.99999982856328 0.999999196252176 0.999999991176221 0.999999999604575 0.999992247339612 0.999999997772262 0.999999999998428 0.999999995313622
"42" 0.999989671797412 0.999985333910845 0.999997214470122 0.99999999959369 0.999999999863671 0.999999998710743 0.179288872327843 0.999990777252982 0.999999999999656 1
"43" 0.999614848178603 0.999995883825686 0.999971073537187 0.999999803254484 0.999999968623818 0.999968791243689 0.999999999971496 0.99999773779654 0.999999999992065 0.999994248008596
"44" 0.999973605014115 0.999987094977634 0.990180390848146 0.999999999876224 0.999999999998975 0.999999994748116 0.999999999985207 0.999999999877241 0.999999999412002 1
